Products,Manufacturer,Manufacturing type,City,Country,Activeness,Volume,Lat,Long
Vddcdhqhjwjofaba,Zzwsyraoqsmkkrpi,Downstream,Clifton,United States,Unconfirmed,90.31993377,-15.12846081,65.58449916
Jylwqxuypxzdqxfs,Vddcdhqhjwjofaba,Upstream,Beijing,China,Unconfirmed,747.770935,18.41608316,64.38967916
Ooxvmannzmuvypiy,Jylwqxuypxzdqxfs,Downstream,Mumbai,India,Yes,586.1121128,11.2494209,-29.45179881
Awetxecnnyuffdap,Ooxvmannzmuvypiy,Upstream,Berlin,Germany,Yes,451.3352392,-1.05330268,-28.61809181
Jflmfqyphlygvtkc,Awetxecnnyuffdap,Upstream,Fairfax,United States,Yes,960.9599534,-6.646946212,43.4771826
Dpiimiltfubzbyyi,Jflmfqyphlygvtkc,Downstream,Clifton,United States,Unconfirmed,461.6897974,21.05571277,88.31305781
Hphfebcamjmpwdpz,Dpiimiltfubzbyyi,Upstream,Beijing,China,Unconfirmed,574.2040679,16.65456896,60.53434741
Iyakekbujuuulkut,Hphfebcamjmpwdpz,Downstream,Mumbai,India,Yes,51.81725861,-0.534155354,72.74967331
Qmwhcchflrosudrm,Iyakekbujuuulkut,Upstream,Berlin,Germany,Yes,989.7953935,2.884368792,-24.0568752
Vvoytkutjprnmgnp,Qmwhcchflrosudrm,Upstream,Fairfax,United States,Yes,508.9208614,6.943598405,-73.94495793
Dvfqvgijqxpirlhp,Vvoytkutjprnmgnp,Downstream,Clifton,United States,Unconfirmed,124.4476157,8.382419876,82.03670566
Aouyhlokjqyfkgkk,Dvfqvgijqxpirlhp,Upstream,Beijing,China,Yes,126.2216208,28.60426235,-80.92105872
Vztfgslzkuslbaue,Aouyhlokjqyfkgkk,Downstream,Mumbai,India,Unconfirmed,665.391599,-38.87000105,-38.17208568
Olwexsosefvfxuzj,Vztfgslzkuslbaue,Upstream,Berlin,Germany,Unconfirmed,991.1154498,6.830332403,72.888391
Ednurhsopzbasokc,Olwexsosefvfxuzj,Upstream,Fairfax,United States,Yes,531.8634354,-9.116710104,72.44109343
Dtrdvxjsigaczmtr,Ednurhsopzbasokc,Downstream,Clifton,United States,Unconfirmed,128.923799,22.49982401,-71.20165352
Dcwqhacvrfqhfotn,Dtrdvxjsigaczmtr,Upstream,Beijing,China,Yes,823.383966,-14.18230439,31.66899543
Lalysbdyccxkpmiy,Dcwqhacvrfqhfotn,Downstream,Mumbai,India,Yes,997.8184188,26.13665008,-3.018939775
Yeosinzkqtlmsphf,Lalysbdyccxkpmiy,Upstream,Berlin,Germany,Unconfirmed,151.9514445,0.590319495,-11.62793262
Apjdfaalwwnmeell,Yeosinzkqtlmsphf,Upstream,Fairfax,United States,Unconfirmed,545.0597714,16.53664638,52.31946785
Ygoziludzvxyrqmt,Apjdfaalwwnmeell,Downstream,Clifton,United States,Yes,730.8586066,-9.889026691,-85.55392989
Jfynytqxbxbgkfkj,Ygoziludzvxyrqmt,Upstream,Beijing,China,Unconfirmed,648.0913503,36.63307971,-21.79358426
Lhfnssvtzrebqimd,Jfynytqxbxbgkfkj,Downstream,Mumbai,India,Unconfirmed,315.0518646,38.8275371,21.26814246
Syrefymfmnpmwkkf,Lhfnssvtzrebqimd,Upstream,Berlin,Germany,Yes,488.447727,15.72803757,-72.26968092
Radmvxoezxyoxebo,Syrefymfmnpmwkkf,Upstream,Fairfax,United States,Unconfirmed,528.8538983,4.466434645,-8.391378648
Nugvlqpuumnboflg,Radmvxoezxyoxebo,Downstream,Clifton,United States,Unconfirmed,859.310424,-22.28405348,-2.483268621
Saircgpizawndoqi,Nugvlqpuumnboflg,Upstream,Beijing,China,Unconfirmed,8.492178434,15.04015393,-35.46488885
Lqbcoiqarkafntuj,Saircgpizawndoqi,Downstream,Mumbai,India,Yes,650.7652029,28.74713203,31.26267479
Btvelhhztakndlzn,Lqbcoiqarkafntuj,Upstream,Berlin,Germany,Yes,125.9164145,38.92611664,-53.86242648
Glndpzecpwbgenpe,Btvelhhztakndlzn,Upstream,Fairfax,United States,Yes,86.7104496,-14.05697255,-17.84107023
Zvnfoeixgtriakuj,Glndpzecpwbgenpe,Downstream,Clifton,United States,Unconfirmed,555.8291333,20.36318697,77.99386654
Ihevyraeyoqpitoy,Zvnfoeixgtriakuj,Upstream,Beijing,China,Unconfirmed,746.0916223,-5.51889268,-36.5453201
Tslwvvinhsquypcc,Ihevyraeyoqpitoy,Downstream,Mumbai,India,Yes,758.6360739,27.01977768,89.4851299
Jvrzkbjtjyygmyap,Tslwvvinhsquypcc,Upstream,Berlin,Germany,Yes,958.4237991,-27.67915703,-68.03002527
Ydobrzlnnkqxedyp,Jvrzkbjtjyygmyap,Upstream,Fairfax,United States,Unconfirmed,683.7338681,-13.05030593,-71.96022873
Ideevzzuscxqxpid,Ydobrzlnnkqxedyp,Downstream,Clifton,United States,Unconfirmed,237.7194837,-4.984613278,-78.26113505
Bkdsncgknogiojay,Ideevzzuscxqxpid,Upstream,Beijing,China,Yes,827.352432,13.69817841,-88.26131375
Otwaqwhxpfkdrodt,Bkdsncgknogiojay,Downstream,Mumbai,India,Unconfirmed,477.8961106,16.06908869,56.45122284
Upqnazumcjhggoik,Otwaqwhxpfkdrodt,Upstream,Berlin,Germany,Unconfirmed,267.6130805,18.35355851,-20.06465633
Eecmhnmwmkpizcrl,Upqnazumcjhggoik,Upstream,Fairfax,United States,Unconfirmed,801.7451051,-24.49028083,-4.136781979
Qcjtqurpcgdikbrx,Eecmhnmwmkpizcrl,Downstream,Clifton,United States,Unconfirmed,415.9503831,1.6816414,76.41034759
Otpfyckobphrwkvl,Qcjtqurpcgdikbrx,Upstream,Beijing,China,Unconfirmed,316.7033932,-5.283518154,-64.03158662
Cvszlbtzeirudbfg,Otpfyckobphrwkvl,Downstream,Mumbai,India,Yes,941.2647154,-5.497071341,49.84883049
Dibozapogdemrrwz,Cvszlbtzeirudbfg,Upstream,Berlin,Germany,Yes,169.1476748,-18.030318,-48.84036674
Upquvmhbhtnkdctu,Dibozapogdemrrwz,Upstream,Fairfax,United States,Unconfirmed,875.7000551,-18.07875441,-20.50805216
Xhvzlbjyqlibibcq,Upquvmhbhtnkdctu,Downstream,Clifton,United States,Yes,224.1080351,-4.115882918,4.423550485
Thhkhsbgzbfoenfl,Xhvzlbjyqlibibcq,Upstream,Beijing,China,Unconfirmed,998.4731018,-26.97737282,61.95948521
Ocpfxhpvyuhitdxx,Thhkhsbgzbfoenfl,Downstream,Mumbai,India,Yes,430.6408098,6.61048116,-35.2576681
Ctnktnqbfrgdmsys,Ocpfxhpvyuhitdxx,Upstream,Berlin,Germany,Yes,7.597747276,17.17752457,-4.553486829
Kfsbskfjtzgvsunq,Ctnktnqbfrgdmsys,Upstream,Fairfax,United States,Yes,925.6336219,30.97490832,-54.51971597
Ezmyespffykumjng,Kfsbskfjtzgvsunq,Downstream,Clifton,United States,Yes,824.3910114,-33.81150444,14.13699482
Itkdricemsshylfx,Ezmyespffykumjng,Upstream,Beijing,China,Yes,255.9158721,26.01370309,4.208835914
Znxtsbylqnoacotq,Itkdricemsshylfx,Downstream,Mumbai,India,Unconfirmed,439.7306192,-8.755966577,-89.8673569
Kzkdumyihxioccqw,Znxtsbylqnoacotq,Upstream,Berlin,Germany,Unconfirmed,843.9389897,39.40551798,49.14002838
Rfnczllbvghbcacv,Kzkdumyihxioccqw,Upstream,Fairfax,United States,Yes,995.4623847,-29.27206538,-88.1384987
Vkvxbgnaqxtjxqfy,Rfnczllbvghbcacv,Downstream,Clifton,United States,Unconfirmed,964.8937768,-28.3556189,76.53245069
Kextjwrtufmivcnr,Vkvxbgnaqxtjxqfy,Upstream,Beijing,China,Yes,801.2912125,24.83865939,7.673652627
Syazfdajqdqnuvwa,Kextjwrtufmivcnr,Downstream,Mumbai,India,Unconfirmed,300.1752773,-28.28773856,4.263545103
Rzxzuxaadkmhtgwm,Syazfdajqdqnuvwa,Upstream,Berlin,Germany,Unconfirmed,459.7904507,-13.83013408,81.33809781
Iritrtcseqqgoaph,Rzxzuxaadkmhtgwm,Upstream,Fairfax,United States,Unconfirmed,642.0826612,-44.99212494,-48.97680528
Mbdvnhxbeffgxxru,Iritrtcseqqgoaph,Downstream,Clifton,United States,Yes,899.0492835,16.69400077,-15.72395435
Xmlfwbrctuettase,Mbdvnhxbeffgxxru,Upstream,Beijing,China,Yes,906.6430996,3.14990907,55.26304642
Qfqkbpbgajnhhbps,Xmlfwbrctuettase,Downstream,Mumbai,India,Unconfirmed,990.2130831,-37.0966931,-41.14168785
Eqamuyqjsjjvhlyi,Qfqkbpbgajnhhbps,Upstream,Berlin,Germany,Yes,126.5296309,12.1175012,-20.75828428
Pkrpqjyiqqjhqncf,Eqamuyqjsjjvhlyi,Upstream,Fairfax,United States,Unconfirmed,311.2901649,-20.97093918,61.78391054
Umlbfflhaiwqxudx,Pkrpqjyiqqjhqncf,Downstream,Clifton,United States,Unconfirmed,117.2207483,-26.14206599,-75.19347011
Qnefkjzwjkmmgedw,Umlbfflhaiwqxudx,Upstream,Beijing,China,Unconfirmed,727.628243,-39.7094305,-49.19952191
Pdhycrtjrlfsbizz,Qnefkjzwjkmmgedw,Downstream,Mumbai,India,Unconfirmed,779.9375009,-15.26609869,15.41924049
Bmkkvrhkhzmtqvbf,Pdhycrtjrlfsbizz,Upstream,Berlin,Germany,Yes,226.8572731,20.48201386,29.77020906
Xrdmnkkqdxqikxzm,Bmkkvrhkhzmtqvbf,Upstream,Fairfax,United States,Unconfirmed,742.6221086,-21.8094916,-81.87939499
Wuvrkttvtahglzct,Xrdmnkkqdxqikxzm,Downstream,Clifton,United States,Yes,937.8427601,41.30596256,72.39386904
Nnyyaapoacrgxaor,Wuvrkttvtahglzct,Upstream,Beijing,China,Yes,835.4324071,18.84908454,41.23421219
Cxejxqprzwbiooan,Nnyyaapoacrgxaor,Downstream,Mumbai,India,Yes,497.8956188,-40.86959806,23.5706979
Ucxyseowxgxqwfwi,Cxejxqprzwbiooan,Upstream,Berlin,Germany,Yes,118.9072112,-1.955257182,-41.9444042
Dglbayokdaishieq,Ucxyseowxgxqwfwi,Upstream,Fairfax,United States,Unconfirmed,1.617720213,27.60938303,-20.9485298
Ooqaenhqkvjkcgum,Dglbayokdaishieq,Downstream,Clifton,United States,Unconfirmed,895.3672808,-13.74014998,-60.27738136
Mzshxkwzrnhafdve,Ooqaenhqkvjkcgum,Upstream,Beijing,China,Yes,53.19590957,26.58693632,83.2180483
Guxzrascejlxhfvq,Mzshxkwzrnhafdve,Downstream,Mumbai,India,Unconfirmed,840.9383785,39.48691817,1.172516776
Ympyehoxkhmgvecd,Guxzrascejlxhfvq,Upstream,Berlin,Germany,Unconfirmed,900.7610998,-33.07328048,65.63229524
Mnjzllobfzwvgmfi,Ympyehoxkhmgvecd,Upstream,Fairfax,United States,Yes,594.0792124,-35.26134266,63.63506724
Ljjwcepaqpnnjlrf,Mnjzllobfzwvgmfi,Downstream,Clifton,United States,Yes,933.0315236,-29.61395068,-46.90192597
Cfiudmuctdjuvnym,Ljjwcepaqpnnjlrf,Upstream,Beijing,China,Unconfirmed,772.5060884,-25.79172109,25.09008893
Bnrrswjztakqbzuw,Cfiudmuctdjuvnym,Downstream,Mumbai,India,Unconfirmed,217.5906255,-16.26751029,-51.71119266
Qaplebnoxaprdlhp,Bnrrswjztakqbzuw,Upstream,Berlin,Germany,Unconfirmed,659.3001698,10.59044031,85.37935803
Tpbinblqvnernrxe,Qaplebnoxaprdlhp,Upstream,Fairfax,United States,Yes,121.577749,37.4220434,63.87211356
Werzhpmwdvkegtzq,Tpbinblqvnernrxe,Downstream,Clifton,United States,Unconfirmed,490.9053874,1.592491919,65.22164434
Ftnrgzcrgbmwjngy,Werzhpmwdvkegtzq,Upstream,Beijing,China,Yes,553.9917829,-8.998847277,86.37203243
Jjlqbpmomfqncjdy,Ftnrgzcrgbmwjngy,Downstream,Mumbai,India,Unconfirmed,645.6362182,-37.41864416,71.66251126
Djrcrzrfwrqpbtzg,Jjlqbpmomfqncjdy,Upstream,Berlin,Germany,Yes,78.22103343,-40.69997112,-83.74447329
Hmjwimhonjlbrkam,Djrcrzrfwrqpbtzg,Upstream,Fairfax,United States,Yes,587.937795,23.8684863,-34.10976586
Ivkmfqbrxihhoovq,Hmjwimhonjlbrkam,Downstream,Clifton,United States,Yes,38.92852919,-8.940888085,27.63942506
Aizvmpvhsmogbkkh,Ivkmfqbrxihhoovq,Upstream,Beijing,China,Yes,936.1957909,-23.63311448,-55.59072627
Coxesypchmqlbksm,Aizvmpvhsmogbkkh,Downstream,Mumbai,India,Unconfirmed,629.9452611,-32.17469663,-48.74950959
Sigehyvsowvvaggk,Coxesypchmqlbksm,Upstream,Berlin,Germany,Yes,544.1703881,37.33572921,-48.04235684
Tgdtfdwweyzkqkqk,Sigehyvsowvvaggk,Upstream,Fairfax,United States,Yes,906.4042162,43.32641673,17.59289259
Zcwfgpswhdrplipv,Tgdtfdwweyzkqkqk,Downstream,Clifton,United States,Unconfirmed,625.1248652,24.59181276,74.87175755
Wvrnwcesqjubagvb,Zcwfgpswhdrplipv,Upstream,Beijing,China,Unconfirmed,404.9565166,-26.55422495,9.940822045
Tvprbbhlacxdshnj,Wvrnwcesqjubagvb,Downstream,Mumbai,India,Unconfirmed,564.0656044,9.57872776,-47.21043131
Lfvmfxbxmpjdifgn,Tvprbbhlacxdshnj,Upstream,Berlin,Germany,Unconfirmed,223.490814,-39.5737071,9.283214313
Lzsahlgmsglddusg,Lfvmfxbxmpjdifgn,Upstream,Fairfax,United States,Yes,72.59970844,-23.33668484,-41.10334053
Wlunamuahmcyfhbf,Lzsahlgmsglddusg,Downstream,Clifton,United States,Yes,909.8115428,7.0711438,80.3040605
Ocfdzxjbwrfpizcy,Wlunamuahmcyfhbf,Upstream,Beijing,China,Yes,467.0676004,-10.31951276,-69.26934119
Xgqtyitogebhpozm,Ocfdzxjbwrfpizcy,Downstream,Mumbai,India,Unconfirmed,143.7081602,-43.23460595,-37.44238769
Sczxbyxekywklqlm,Xgqtyitogebhpozm,Upstream,Berlin,Germany,Unconfirmed,207.21258,-40.09620092,-82.31647923
Ngcdshleffrfxxxk,Sczxbyxekywklqlm,Upstream,Fairfax,United States,Unconfirmed,449.9493943,-9.419938385,-84.96984964
Pcefcxeemyakmhdk,Ngcdshleffrfxxxk,Downstream,Clifton,United States,Unconfirmed,458.1241275,-9.341625743,4.7493683
Qyejmlkygnxwcuce,Pcefcxeemyakmhdk,Upstream,Beijing,China,Unconfirmed,552.2608928,6.702794084,9.059819499
Zztatzyfutmcwpql,Qyejmlkygnxwcuce,Downstream,Mumbai,India,Yes,712.3427707,2.730196472,20.57923447
Lmzbdcbujmfjzolh,Zztatzyfutmcwpql,Upstream,Berlin,Germany,Yes,755.7350139,-31.55239236,-46.30349692
Gaxybreuuklqkwtk,Lmzbdcbujmfjzolh,Upstream,Fairfax,United States,Yes,755.2560691,-41.44265675,73.8031027
Wbibcpcraitojuzb,Gaxybreuuklqkwtk,Downstream,Clifton,United States,Yes,999.7160029,6.82352202,-71.55466108
Xtrodravayuhhgpu,Wbibcpcraitojuzb,Upstream,Beijing,China,Unconfirmed,872.7728179,4.600178703,34.12433241
Cbxdugzhbmiezgwh,Xtrodravayuhhgpu,Downstream,Mumbai,India,Yes,809.2806647,41.12308917,43.82066717
Vuslnfnddgnlozwz,Cbxdugzhbmiezgwh,Upstream,Berlin,Germany,Yes,480.0900028,15.18818821,50.03777293
Alsyhxewglxeezme,Vuslnfnddgnlozwz,Upstream,Fairfax,United States,Yes,218.3542404,-36.14717344,72.38632973
Ofpnauytjkgvvvmx,Alsyhxewglxeezme,Downstream,Clifton,United States,Unconfirmed,368.7142827,-13.6300493,54.80583951
Fmdznmeogecrlwtf,Ofpnauytjkgvvvmx,Upstream,Beijing,China,Unconfirmed,301.0023031,-4.938519557,-54.54941694
Pqdvepndvrrafyoc,Fmdznmeogecrlwtf,Downstream,Mumbai,India,Unconfirmed,410.3990652,38.46333705,-7.22621602
Inyrmzmajnvjylxb,Pqdvepndvrrafyoc,Upstream,Berlin,Germany,Unconfirmed,60.15676533,-39.16822959,13.96226476
Jbmcdilsmalaujef,Inyrmzmajnvjylxb,Upstream,Fairfax,United States,Yes,345.4046151,-17.06836293,85.27756288
Vzbqmcieiuhusbeh,Jbmcdilsmalaujef,Downstream,Clifton,United States,Yes,621.7576184,21.16064826,9.497516061
Xkwmjwyewcakudsx,Vzbqmcieiuhusbeh,Upstream,Beijing,China,Yes,170.6725749,43.61817489,8.213500523
Evuujykgdcsyubvm,Xkwmjwyewcakudsx,Downstream,Mumbai,India,Yes,403.5673609,-17.38922235,58.48577066
Wogarwkrdttqdbcr,Evuujykgdcsyubvm,Upstream,Berlin,Germany,Unconfirmed,791.0371858,25.87826354,70.45460176
Rekfbwtcxzzlkiqu,Wogarwkrdttqdbcr,Upstream,Fairfax,United States,Unconfirmed,659.4334918,-34.75930813,41.10198236
Rhjshigjflkdqgmo,Rekfbwtcxzzlkiqu,Downstream,Clifton,United States,Yes,736.5440989,-44.3598938,-30.53676244
Glgoysyzptsnsuxs,Rhjshigjflkdqgmo,Upstream,Beijing,China,Yes,8.005715297,-15.84373284,-44.25243485
Zgodwqiwrwpstfsc,Glgoysyzptsnsuxs,Downstream,Mumbai,India,Yes,251.2644338,23.69359012,-30.47604525
Qncvwklswchivjxm,Zgodwqiwrwpstfsc,Upstream,Berlin,Germany,Yes,671.1602327,-23.13865589,75.75628685
Deqicngapmcmsqnx,Qncvwklswchivjxm,Upstream,Fairfax,United States,Unconfirmed,180.0477458,-24.02002351,-30.19903607
Urgvfmwsrmdjqcno,Deqicngapmcmsqnx,Downstream,Clifton,United States,Yes,113.3369926,15.58164264,-74.45934915
Nvyvjppmryhdmlfe,Urgvfmwsrmdjqcno,Upstream,Beijing,China,Unconfirmed,632.0733672,28.92760498,17.80872432
Cvvfpkuyoijowijd,Nvyvjppmryhdmlfe,Downstream,Mumbai,India,Yes,761.4326904,-12.15066728,-0.269635039
Iyazrhwndvrvxswu,Cvvfpkuyoijowijd,Upstream,Berlin,Germany,Unconfirmed,478.953586,-25.49606431,-82.31004122
Rcmadaoaglknkmry,Iyazrhwndvrvxswu,Upstream,Fairfax,United States,Yes,118.9900794,31.95155585,55.59367298
Uetqbmdflslgbqtq,Rcmadaoaglknkmry,Downstream,Clifton,United States,Yes,566.4820095,-38.27901985,-42.8775106
Ohvsuraogtixazxt,Uetqbmdflslgbqtq,Upstream,Beijing,China,Yes,123.4889495,-24.17739384,16.98719396
Sskqywqsxzabtbfy,Ohvsuraogtixazxt,Downstream,Mumbai,India,Unconfirmed,593.4336064,-40.94717293,-86.20300677
Aefdpnrhmmfmpczz,Sskqywqsxzabtbfy,Upstream,Berlin,Germany,Yes,845.4911963,9.325281534,-18.4480159
Tstuzoztjamjuvcw,Aefdpnrhmmfmpczz,Upstream,Fairfax,United States,Unconfirmed,579.2415264,20.00231638,-76.9822413
Romkduwjhzfmsiqs,Tstuzoztjamjuvcw,Downstream,Clifton,United States,Yes,763.0893788,17.99975799,23.41849983
Ojcxzecfcsvzqbvk,Romkduwjhzfmsiqs,Upstream,Beijing,China,Unconfirmed,877.5932265,-23.42502152,67.04369341
Jestmhhejmanmjiz,Ojcxzecfcsvzqbvk,Downstream,Mumbai,India,Unconfirmed,227.3642473,-8.371126839,-65.46715487
Xyrfrnmqzoaqobkn,Jestmhhejmanmjiz,Upstream,Berlin,Germany,Yes,140.7172973,34.17788594,6.366201727
Ruqzooviknvecgvp,Xyrfrnmqzoaqobkn,Upstream,Fairfax,United States,Yes,597.620565,15.70063242,81.45022953
Gzebnjiygtletkiv,Ruqzooviknvecgvp,Downstream,Clifton,United States,Unconfirmed,367.8118359,-42.71204761,-2.901336501
Obuhrdprhbtrzejk,Gzebnjiygtletkiv,Upstream,Beijing,China,Yes,955.0203718,42.58767619,-49.26783225
Dopzokvfixanmwtt,Obuhrdprhbtrzejk,Downstream,Mumbai,India,Unconfirmed,591.0474791,-31.67712413,-50.88198973
Duhwhjpbnsraqzgz,Dopzokvfixanmwtt,Upstream,Berlin,Germany,Yes,253.4351466,-18.99239908,29.22443513
Rwzlbtkyjinbkyzf,Duhwhjpbnsraqzgz,Upstream,Fairfax,United States,Yes,798.5210168,11.43528078,-23.9027648
Kmtbsokqkpotzbnv,Rwzlbtkyjinbkyzf,Downstream,Clifton,United States,Unconfirmed,123.2537239,21.1665729,4.841373467
Xvrcnyozxnpeccay,Kmtbsokqkpotzbnv,Upstream,Beijing,China,Unconfirmed,430.203579,-36.96007507,53.27964716
Aitsxspnekodxoip,Xvrcnyozxnpeccay,Downstream,Mumbai,India,Yes,565.4463065,-9.262677394,39.98143467
Dctvsvepcibcthkp,Aitsxspnekodxoip,Upstream,Berlin,Germany,Unconfirmed,887.8356197,12.648738,-65.65045462
Zknrxybgebyjqggo,Dctvsvepcibcthkp,Upstream,Fairfax,United States,Unconfirmed,712.7535689,13.71853043,-43.51164471
Uahhbofjrrhvluvg,Zknrxybgebyjqggo,Downstream,Clifton,United States,Unconfirmed,851.8147537,-42.37334098,-62.24432684
Kzojsrwepdlqrtaq,Uahhbofjrrhvluvg,Upstream,Beijing,China,Yes,500.2185992,-3.563546817,59.87799577
Bseqqrpbogfokhgw,Kzojsrwepdlqrtaq,Downstream,Mumbai,India,Unconfirmed,682.8304004,-29.8659814,-42.82005064
Bsayjcobezhtaiba,Bseqqrpbogfokhgw,Upstream,Fairfax,United States,Unconfirmed,432.9474471,17.84020323,-3.903562788
Xzjvkhkmqigcsfkn,Bsayjcobezhtaiba,Downstream,Clifton,United States,Unconfirmed,756.5971408,-39.0415551,-25.13995434
Yupkhsotwppvzlqj,Xzjvkhkmqigcsfkn,Upstream,Beijing,China,Yes,588.6918144,-24.20759568,-83.31843489
Gnrbledurjyfxwjd,Yupkhsotwppvzlqj,Downstream,Mumbai,India,Yes,386.9502762,-23.29788256,-23.52936406
Doehjwfmswckgknd,Gnrbledurjyfxwjd,Upstream,Berlin,Germany,Yes,210.1796082,43.3324081,34.38625871
Fhrninoyewxqsumh,Doehjwfmswckgknd,Upstream,Fairfax,United States,Yes,156.2615153,-27.33729116,28.74765985
Eakvzrwpbnhqwrwe,Fhrninoyewxqsumh,Downstream,Clifton,United States,Yes,781.6859111,31.09865544,-62.70941322
Txufkgjbkrxoilpz,Eakvzrwpbnhqwrwe,Upstream,Beijing,China,Unconfirmed,452.5894608,3.480831196,55.86563975
Yraldpyoqwguqiko,Txufkgjbkrxoilpz,Downstream,Mumbai,India,Yes,221.2605351,4.321659058,5.526741715
Kycyjcbcjdngqmco,Yraldpyoqwguqiko,Upstream,Berlin,Germany,Yes,331.6585179,-17.57685963,-22.11837893
Jfhphjiftkhlwfot,Kycyjcbcjdngqmco,Upstream,Fairfax,United States,Yes,538.3458899,-12.5605468,8.654980481
Ctrkuszgvttbgftp,Jfhphjiftkhlwfot,Downstream,Clifton,United States,Yes,381.0774217,12.3756869,-53.55411812
Diuludbovooixrjw,Ctrkuszgvttbgftp,Upstream,Beijing,China,Yes,801.3455193,4.075518859,-43.96444646
Tjballvefwrxsagk,Diuludbovooixrjw,Downstream,Mumbai,India,Yes,866.5465892,-42.20151018,3.247511341
Gqeqxknujagbwtzn,Tjballvefwrxsagk,Upstream,Berlin,Germany,Unconfirmed,245.4842045,1.904466085,81.90695378
Fmtngrxdujnfczbj,Gqeqxknujagbwtzn,Upstream,Fairfax,United States,Yes,171.7035938,-6.935581436,25.85459291
Ldynzcppatkugyzh,Fmtngrxdujnfczbj,Downstream,Clifton,United States,Yes,182.0979126,-43.93526742,21.53088746
Pzupclumxwsskjmz,Ldynzcppatkugyzh,Upstream,Beijing,China,Yes,107.4628304,42.1575502,-78.0511663
Vfllzdpyfwexjfuo,Pzupclumxwsskjmz,Downstream,Mumbai,India,Unconfirmed,964.5034577,-16.70640598,32.20740886
Wrjqzqsbeinafcry,Vfllzdpyfwexjfuo,Upstream,Berlin,Germany,Unconfirmed,678.9671265,3.897124502,15.660923
Dmkcputuqezkdrbk,Wrjqzqsbeinafcry,Upstream,Fairfax,United States,Yes,947.3886676,-44.3034007,-5.828711886
Foxzvdgzlxvqyefk,Dmkcputuqezkdrbk,Downstream,Clifton,United States,Unconfirmed,155.8192388,2.590236346,-0.898102513
Owpujdjamczeaqwv,Foxzvdgzlxvqyefk,Upstream,Beijing,China,Yes,576.1227205,26.54634929,27.57455583
Jwewcetdhqrhnlzg,Owpujdjamczeaqwv,Downstream,Mumbai,India,Yes,423.0406638,-10.91406737,0.289148688
Rmfggkpenhhanfzn,Jwewcetdhqrhnlzg,Upstream,Berlin,Germany,Yes,807.6352388,30.722202,-74.56549216
Jwqwfzmlsermqvln,Rmfggkpenhhanfzn,Upstream,Fairfax,United States,Yes,27.28003559,6.35968817,-63.68633752
Kwlnpuuiwouszocw,Jwqwfzmlsermqvln,Downstream,Clifton,United States,Unconfirmed,657.8810609,35.12336588,82.06211841
Hlkakpgzjapbydad,Kwlnpuuiwouszocw,Upstream,Beijing,China,Unconfirmed,460.6642186,-11.23155074,-47.24288923
Krogopzwhbdaeyut,Hlkakpgzjapbydad,Downstream,Mumbai,India,Unconfirmed,835.531892,34.43378389,-41.52564114
Jyrxpfsnwvmaecvz,Krogopzwhbdaeyut,Upstream,Berlin,Germany,Unconfirmed,91.5679719,31.23886501,26.15855644
Mqbjsnkpbqzbgctk,Jyrxpfsnwvmaecvz,Upstream,Fairfax,United States,Unconfirmed,257.9419488,-18.63703461,-82.13515765
Vtzsxuizxgjyouom,Mqbjsnkpbqzbgctk,Downstream,Clifton,United States,Yes,862.1304823,-12.43074109,1.556040635
Mpdbspxayqvsxavt,Vtzsxuizxgjyouom,Upstream,Beijing,China,Yes,384.3177245,-15.49724049,-73.77993663
Bnzkisatzzjsydeb,Mpdbspxayqvsxavt,Downstream,Mumbai,India,Unconfirmed,377.1841795,30.47659287,-76.71798586
Wpxddvwlsdkgcgft,Bnzkisatzzjsydeb,Upstream,Berlin,Germany,Unconfirmed,381.542218,-2.352042249,15.9136287
Cskkduorkvkixrsa,Wpxddvwlsdkgcgft,Upstream,Fairfax,United States,Yes,860.6122766,20.32519582,-53.72783008
Ldmvtvizdypdcilu,Cskkduorkvkixrsa,Downstream,Clifton,United States,Unconfirmed,135.9622948,44.8129832,53.55664446
Kswsshxuznzbnbwz,Ldmvtvizdypdcilu,Upstream,Beijing,China,Unconfirmed,401.6312746,12.15525647,75.34094399
Jhmcsvfayflpqbvs,Kswsshxuznzbnbwz,Downstream,Mumbai,India,Yes,293.1904505,33.04455111,-21.6287781
Okpeeoagzltobjox,Jhmcsvfayflpqbvs,Upstream,Berlin,Germany,Unconfirmed,901.2408246,27.82478719,57.01639387
Kxuwyehcdikvnawx,Okpeeoagzltobjox,Upstream,Fairfax,United States,Yes,816.2542324,-32.82122015,-8.160856128
Rhoyadcchtuvpfie,Kxuwyehcdikvnawx,Downstream,Clifton,United States,Unconfirmed,224.9962073,40.49555551,-36.30418122
Ehvwqznoyrzpwsib,Rhoyadcchtuvpfie,Upstream,Beijing,China,Unconfirmed,355.8437184,24.87652741,59.8128748
Cuobswqdgyahjudp,Ehvwqznoyrzpwsib,Downstream,Mumbai,India,Yes,263.4750981,37.87064265,-10.79690375
Uvzhdymluopojuvu,Cuobswqdgyahjudp,Upstream,Berlin,Germany,Unconfirmed,450.1572099,7.094895522,1.538876566
Cfmoxaixfmrrzvsv,Uvzhdymluopojuvu,Upstream,Fairfax,United States,Unconfirmed,163.3010759,-35.13396842,-45.12837084
Cxclblguvipgbdmw,Cfmoxaixfmrrzvsv,Downstream,Clifton,United States,Yes,545.0461297,-4.562855049,26.61974034
